Age (Ma)	d18O adj
23.8588	1.94
23.8591	1.58
23.8618	2.03
23.8626	1.49
 23.863	 1.8
23.8677	2.23
23.8698	1.57
  23.87	2.05
23.8707	2.23
23.8709	2.59
23.8734	1.67
23.8737	2.11
23.8767	2.32
 23.879	1.55
23.8797	2.11
23.8827	2.09
23.8842	1.35
23.8857	1.97
23.8886	2.12
  23.89	1.29
23.8916	1.87
23.8946	1.84
23.8957	1.32
23.8972	1.77
23.8981	2.09
23.8981	 2.2
23.8996	 2.3
23.8996	 1.5
   23.9	2.45
   23.9	2.05
 23.902	2.04
23.9026	 1.6
23.9044	2.15
23.9068	2.36
23.9088	1.55
23.9089	1.31
23.9091	2.43
23.9115	2.29
23.9115	1.58
23.9139	2.51
23.9152	1.55
23.9163	   2
 23.918	1.61
23.9182	 2.7
23.9187	2.26
  23.92	2.06
23.9211	2.18
23.9214	1.63
23.9234	2.33
23.9258	1.99
23.9282	2.27
23.9306	2.36
23.9306	1.56
 23.933	 2.5
23.9353	1.47
23.9354	2.09
23.9377	2.59
23.9399	1.49
23.9401	 2.7
23.9425	2.58
23.9445	1.66
23.9449	2.29
23.9473	2.19
23.9496	2.02
  23.95	2.02
23.9501	1.63
 23.952	2.45
23.9538	1.69
23.9544	2.21
23.9568	2.53
23.9576	1.89
23.9585	1.65
23.9592	2.22
23.9616	2.13
23.9631	1.58
23.9639	2.27
23.9687	2.36
23.9711	2.46
23.9718	1.58
23.9734	2.46
23.9735	2.23
23.9759	2.16
 23.978	1.46
23.9782	   2
  23.98	2.15
  23.98	1.66
23.9806	2.08
 23.982	1.78
 23.983	2.04
23.9854	1.92
 23.986	 1.7
23.9878	2.19
 23.988	 1.6
  23.99	1.63
23.9902	1.93
 23.992	1.58
23.9925	2.15
 23.994	1.52
23.9949	2.55
23.9973	 2.5
 23.998	1.39
23.9997	2.51
     24	1.74
     24	1.52
 24.002	1.58
24.0021	2.18
 24.004	1.58
24.0045	2.08
 24.006	1.54
24.0068	2.05
 24.008	1.37
24.0092	 2.2
  24.01	1.87
  24.01	1.31
24.0116	1.89
24.0127	1.43
24.0231	2.14
24.0253	1.43
24.0288	2.38
24.0295	1.56
  24.03	2.15
24.0334	 1.8
24.0346	2.24
24.0368	1.68
24.0403	2.58
24.0436	1.61
24.0461	2.47
 24.047	1.53
24.0504	1.56
24.0518	2.29
24.0538	 1.5
24.0573	1.44
24.0576	1.71
24.0609	1.44
24.0645	1.63
 24.067	2.33
24.0681	1.66
  24.07	1.78
24.0748	 2.4
 24.075	1.69
24.0781	1.58
24.0805	1.89
24.0813	1.44
24.0845	1.35
24.0863	2.17
24.0876	1.44
  24.09	2.02
 24.092	2.15
 24.101	1.48
24.1035	1.82
24.1064	1.43
24.1093	 2.2
24.1117	1.38
 24.115	2.32
 24.115	2.16
  24.12	1.94
24.1208	1.56
24.1244	 2.1
24.1249	1.41
24.1265	1.86
 24.129	 1.4
24.1291	2.21
24.1315	2.64
24.1366	2.21
24.1372	1.45
24.1413	1.64
24.1454	1.64
24.1467	2.27
24.1479	1.71
24.1495	 1.6
  24.15	2.01
24.1517	2.32
24.1526	2.01
24.1536	1.55
24.1567	2.14
24.1618	2.28
24.1628	1.56
24.1668	2.08
24.1668	1.56
24.1712	1.54
24.1719	2.12
24.1756	1.56
24.1769	2.02
  24.18	2.05
  24.18	1.63
24.1837	2.27
24.1841	2.15
24.1841	2.17
24.1866	1.63
24.1871	2.25
24.1893	1.62
24.1937	1.66
 24.195	 1.7
24.1985	1.45
24.2004	1.47
24.2031	 1.5
24.2044	 1.6
24.2077	1.36
24.2091	1.59
24.2098	1.52
  24.21	1.93
24.2124	1.51
24.2147	 1.5
24.2167	1.58
24.2214	 1.4
24.2244	1.64
24.2275	1.59
24.2279	1.99
  24.23	2.04
  24.23	 2.1
24.2336	 1.6
24.2366	1.58
24.2397	1.61
24.2427	1.69
24.2458	1.69
  24.25	2.04
 24.252	1.58
24.2609	 1.7
  24.27	1.94
 24.287	 1.6
24.2891	2.12
24.2899	1.62
  24.29	2.16
24.2928	1.52
24.2957	1.76
24.2985	1.61
   24.3	2.09
24.3014	1.58
24.3043	1.57
24.3072	1.67
  24.31	2.25
24.3101	1.63
 24.313	1.49
24.3136	2.15
24.3159	1.53
24.3173	1.74
24.3188	1.65
24.3217	1.62
 24.322	1.94
24.3245	1.55
24.3267	0.83
24.3274	1.57
24.3303	1.46
24.3361	1.91
24.3361	 1.4
 24.339	1.39
24.3409	2.02
24.3421	1.52
24.3454	1.37
24.3456	1.61
24.3487	1.46
  24.35	1.66
24.3503	1.84
24.3503	2.32
24.3518	1.43
 24.352	1.45
24.3549	2.17
24.3552	1.51
24.3585	1.56
  24.36	   2
24.3618	1.52
24.3651	 1.5
24.3691	1.81
24.3691	1.79
24.3694	1.54
  24.37	2.28
24.3743	1.66
24.3764	2.05
24.3792	1.66
24.3832	2.79
 24.384	1.79
24.3889	1.85
  24.39	1.89
24.3938	1.93
24.3987	1.72
 24.402	1.73
24.4036	1.66
24.4085	1.71
  24.41	2.02
  24.41	2.06
24.4134	1.72
24.4183	1.53
  24.42	2.26
24.4208	1.82
24.4232	1.62
24.4281	1.56
 24.433	1.54
24.4379	1.66
  24.44	2.39
24.4428	1.71
24.4476	1.63
  24.45	2.39
24.4525	1.49
24.4574	 1.8
24.4585	1.75
  24.46	2.27
24.4626	1.54
24.4677	1.61
24.4679	2.12
24.4719	2.27
24.4781	1.59
  24.48	2.25
  24.48	2.32
24.4832	 1.8
24.4878	1.74
24.4884	1.66
  24.49	2.02
24.4917	1.67
24.4926	1.93
24.4956	1.81
24.4995	1.76
24.5072	1.75
  24.51	2.05
24.5103	2.15
24.5111	1.79
 24.515	1.78
24.5189	1.87
24.5228	1.89
24.5266	1.82
  24.53	   2
24.5305	1.62
24.5338	2.33
24.5349	1.73
24.5407	1.57
24.5477	 1.2
24.5518	1.55
24.5576	1.59
24.5635	1.46
24.5693	 1.8
24.5699	1.19
24.5757	2.03
24.5761	1.72
  24.58	2.19
24.5816	1.28
24.5874	1.13
 24.589	2.07
24.5932	1.59
24.5949	1.93
24.5991	1.71
24.6049	1.71
24.6107	1.74
24.6177	1.82
24.6224	1.66
24.6279	   2
24.6282	1.69
24.6341	1.57
24.6399	1.82
  24.64	2.13
24.6427	1.97
24.6456	1.72
24.6499	1.59
24.6541	1.56
24.6583	1.49
24.6625	1.48
24.6668	1.77
  24.67	2.16
 24.671	1.75
24.6752	1.75
24.6794	1.68
24.6891	1.88
24.6902	1.74
24.6932	1.84
24.6961	1.81
24.6991	 1.8
   24.7	1.95
24.7021	1.82
24.7051	1.97
 24.708	1.92
 24.711	1.92
 24.714	1.95
24.7169	 1.9
24.7206	1.71
24.7249	 1.8
24.7293	1.69
24.7336	1.66
 24.737	2.28
 24.738	1.86
24.7387	1.93
24.7423	1.53
24.7467	 1.9
 24.747	2.04
 24.751	1.85
 24.752	1.96
24.7554	1.84
24.7597	2.03
 24.764	2.17
24.7682	1.89
24.7723	1.75
24.7765	1.82
  24.78	2.24
24.7807	1.82
24.7849	 1.9
24.7891	1.92
24.7933	1.98
24.7948	1.75
24.7975	   2
24.8017	1.99
24.8059	1.98
  24.81	2.52
24.8101	1.91
24.8106	   2
24.8143	1.92
24.8182	1.85
24.8255	1.78
24.8291	1.59
24.8327	 1.6
24.8364	1.61
  24.84	1.79
24.8448	1.73
  24.85	2.21
24.8504	1.58
24.8538	2.02
24.8559	1.62
24.8615	1.44
24.8671	1.71
24.8726	1.65
24.8767	1.66
24.8793	1.68
24.8818	 1.7
24.8844	   2
24.8871	1.91
24.8899	1.86
24.8928	1.76
24.8956	1.78
24.8984	1.77
24.9012	1.87
 24.904	1.86
24.9069	1.99
24.9097	2.05
24.9125	2.13
24.9153	1.96
24.9176	2.18
24.9181	   2
 24.921	1.87
24.9238	 1.7
24.9266	1.75
24.9294	1.65
24.9394	1.57
  24.94	 2.5
24.9494	1.55
24.9594	1.71
24.9634	1.77
24.9674	1.77
24.9714	1.97
24.9754	1.63
24.9755	2.21
24.9794	1.74
  24.98	2.25
24.9829	1.72
24.9863	1.68
24.9898	1.65
24.9932	1.76
25.0005	1.74
25.0005	1.71
25.0045	1.81
25.0045	1.64
25.0086	 1.6
  25.01	2.41
25.0265	   2
25.0371	1.74
25.0412	1.67
25.0452	1.76
25.0493	1.85
25.0534	1.76
25.0574	 1.7
  25.06	2.13
25.0601	1.96
25.0601	1.99
25.0604	 1.7
25.0634	1.77
25.0664	1.79
25.0694	1.91
25.0724	 1.9
25.0754	2.08
25.0784	1.98
25.0814	   2
25.0844	2.08
25.0874	2.01
25.0937	1.78
 25.097	1.93
25.1035	1.87
25.1068	1.78
  25.11	2.39
25.1101	1.53
25.1133	1.88
25.1166	1.73
25.1199	1.74
25.1264	1.79
25.1307	1.62
25.1354	1.67
25.1401	1.69
25.1417	2.03
25.1447	1.61
25.1494	1.76
25.1531	1.63
25.1587	1.51
25.1631	1.51
25.1674	1.58
25.1717	1.86
 25.176	1.92
25.1803	1.71
25.1846	1.87
25.1889	1.57
25.1932	1.86
25.1975	1.86
25.2013	2.17
25.2018	1.92
25.2061	 1.9
  25.21	2.24
25.2105	1.65
25.2184	1.62
25.2231	1.66
25.2281	1.64
25.2328	1.61
25.2374	1.61
 25.242	1.89
25.2467	1.94
  25.25	2.14
25.2559	1.62
  25.26	2.44
25.2606	1.57
25.2656	1.66
25.2698	1.67
25.2746	1.65
25.2795	1.94
25.2844	1.97
25.2881	1.92
25.2881	2.02
25.2884	 1.9
  25.29	2.23
25.2943	1.75
25.2992	 1.7
 25.309	1.82
25.3139	1.82
25.3144	1.87
25.3188	1.67
25.3237	 1.6
25.3287	1.68
25.3306	2.58
25.3337	1.66
25.3387	1.63
  25.34	2.39
25.3437	1.43
25.3487	1.52
25.3537	 1.7
25.3587	1.78
25.3627	1.63
25.3687	 1.8
25.3737	1.84
25.3787	1.69
25.3842	1.72
25.3887	1.93
25.3937	1.93
25.3991	1.92
25.4058	1.72
  25.41	2.18
25.4124	1.68
25.4244	1.54
25.4324	1.39
 25.439	 1.8
25.4444	1.72
 25.447	1.91
25.4505	 1.9
25.4524	1.91
25.4542	2.02
25.4559	2.04
25.4576	2.03
25.4594	1.98
  25.46	2.14
25.4611	2.02
25.4628	2.14
 25.464	1.69
 25.471	2.16
25.4744	2.09
25.4799	 1.9
25.4853	2.09
25.4943	2.34
25.4985	   2
25.4985	2.08
   25.5	2.32
25.5002	2.08
25.5033	1.93
25.5063	2.12
25.5093	2.18
25.5123	2.11
25.5153	1.97
25.5183	2.06
25.5213	2.07
25.5252	2.93
25.5274	1.94
25.5323	1.93
25.5334	2.02
25.5364	1.99
25.5394	1.97
  25.54	2.27
25.5422	1.87
25.5449	1.74
25.5476	1.92
25.5477	2.94
25.5503	1.86
25.5531	2.01
25.5562	1.96
25.5597	2.09
25.5633	 2.1
25.5668	2.03
25.5704	1.92
25.5739	2.02
25.5774	   2
25.5803	1.91
25.5827	1.73
25.5831	1.92
 25.586	1.92
25.5893	1.83
25.5926	2.44
25.5929	1.99
25.5966	1.86
25.6001	1.83
25.6022	2.03
25.6035	1.73
25.6069	1.61
25.6071	 2.1
25.6103	1.75
25.6137	1.75
 25.615	2.59
25.6178	1.61
25.6226	1.68
25.6274	1.72
25.6322	1.61
25.6345	2.45
 25.637	1.73
25.6415	1.86
25.6422	2.55
25.6457	1.81
25.6499	1.79
 25.651	 2.5
25.6548	2.36
25.6575	 2.6
25.6583	1.68
  25.66	2.48
25.6651	2.67
25.6671	1.56
25.6678	1.38
25.6715	1.66
25.6724	2.47
25.6736	1.94
 25.676	1.76
25.6804	2.53
25.6804	1.64
25.6849	1.84
25.6893	1.94
  25.69	2.39
 25.691	3.23
25.6919	2.56
25.6938	1.88
25.6953	2.61
25.6982	1.78
25.7027	1.63
25.7034	2.35
25.7071	1.69
 25.711	2.36
25.7116	1.67
 25.716	1.81
 25.719	2.41
25.7205	 1.7
 25.725	1.67
25.7252	 2.4
25.7294	1.66
  25.73	2.25
25.7332	1.75
25.7369	1.84
25.7374	3.04
25.7407	1.74
25.7416	2.43
25.7444	1.61
25.7482	1.62
25.7496	2.41
25.7519	1.69
25.7557	1.68
25.7573	2.48
25.7594	1.69
25.7631	1.71
25.7657	2.42
25.7664	1.95
  25.77	2.23
25.7704	1.94
25.7722	 2.4
25.7748	1.57
25.7791	1.55
25.7798	2.48
25.7834	1.94
25.7838	3.26
25.7867	1.88
25.7875	 2.6
  25.79	1.85
25.7916	2.28
25.7933	2.05
25.7951	2.29
25.7966	2.14
25.7999	2.27
25.8031	2.04
25.8031	1.99
25.8069	2.06
  25.81	2.22
  25.81	2.22
25.8111	2.23
25.8153	2.47
25.8159	1.99
25.8173	2.37
  25.82	2.41
25.8206	2.13
25.8253	2.13
25.8347	2.22
 25.839	 2.6
25.8394	2.08
25.8426	2.13
25.8457	2.39
 25.852	2.02
25.8552	2.07
25.8576	2.56
25.8583	2.15
  25.86	2.47
25.8615	 2.1
25.8646	2.23
25.8678	2.24
25.8709	2.33
25.8741	1.99
25.8773	2.22
25.8783	2.47
25.8804	2.41
25.8867	2.21
25.8874	 1.7
25.8899	2.01
25.8901	1.94
25.8918	2.26
25.8931	2.03
25.8964	1.94
25.8989	2.48
25.8997	1.83
   25.9	2.32
   25.9	2.46
 25.903	 1.9
25.9063	2.18
25.9096	2.02
25.9129	2.29
25.9162	2.14
25.9195	1.98
25.9196	2.37
  25.92	2.16
25.9228	2.27
25.9261	2.21
25.9293	 2.4
25.9326	2.04
25.9359	2.24
25.9392	2.04
  25.94	2.98
25.9402	 2.5
25.9471	2.28
25.9517	2.07
25.9563	1.97
  25.96	2.33
25.9609	2.29
 25.961	2.24
25.9656	1.96
25.9698	1.86
25.9725	2.52
25.9738	1.97
25.9777	1.86
  25.98	2.69
25.9815	 2.5
25.9817	1.83
25.9893	2.97
25.9896	2.02
25.9936	1.85
25.9976	1.86
     26	2.41
26.0015	2.24
26.0042	2.53
26.0055	1.89
 26.007	2.96
26.0094	1.87
  26.01	2.07
26.0132	2.26
26.0168	1.96
26.0228	 2.4
 26.024	   2
26.0276	1.81
  26.03	2.48
26.0312	1.51
 26.032	 2.7
26.0348	1.62
26.0384	1.81
  26.04	2.31
  26.04	2.58
 26.042	1.73
26.0435	2.53
26.0451	1.84
26.0479	 2.2
26.0506	1.83
 26.051	2.87
26.0534	1.51
26.0617	1.73
26.0641	2.67
26.0645	1.66
26.0672	1.58
26.0728	1.56
26.0755	1.53
26.0783	1.57
 26.079	2.84
  26.08	2.24
26.0804	2.35
26.0811	1.78
26.0848	2.65
26.0889	1.82
26.0911	1.37
26.0945	 1.6
26.0965	3.02
 26.098	 1.5
26.1014	1.53
26.1049	 1.7
26.1055	2.71
26.1083	1.61
  26.11	 2.3
26.1117	1.66
26.1151	1.48
26.1186	1.79
 26.122	 1.2
26.1254	1.18
26.1261	2.79
26.1285	1.52
 26.132	2.54
26.1341	2.69
  26.14	2.55
26.1408	2.05
26.1438	1.46
26.1468	2.74
26.1469	1.68
  26.15	1.86
26.1531	 1.8
26.1563	1.92
 26.159	 2.8
26.1594	1.77
26.1629	1.64
26.1654	 2.3
26.1664	2.03
26.1674	2.61
  26.17	2.34
26.1717	 1.5
26.1769	 1.6
26.1779	2.29
26.1821	1.69
 26.186	2.86
26.1874	1.78
26.1881	2.62
26.1926	1.67
26.1978	 1.9
26.2024	1.59
26.2063	2.21
26.2087	2.64
  26.21	2.78
26.2102	1.82
 26.211	2.82
26.2114	 1.7
26.2114	3.18
26.2141	1.81
 26.217	2.47
26.2181	1.65
 26.222	 1.3
26.2229	 2.8
26.2259	1.77
26.2294	2.72
26.2298	1.61
26.2337	1.45
26.2356	   3
26.2376	1.95
  26.24	2.85
  26.24	2.34
26.2416	1.72
  26.25	 3.1
26.2526	1.72
26.2552	2.75
 26.256	1.52
26.2595	1.35
26.2629	 1.5
26.2664	1.51
 26.268	2.85
26.2698	1.59
26.2733	1.49
26.2758	2.81
26.2767	1.79
  26.28	2.58
26.2802	1.96
26.2836	2.07
26.2871	2.04
26.2904	2.01
26.2947	1.88
26.2965	2.73
26.2986	1.62
26.3025	1.98
26.3064	1.49
  26.31	2.57
  26.31	1.96
26.3135	1.93
 26.317	2.34
26.3172	2.81
26.3241	2.16
26.3262	2.89
26.3339	2.25
26.3351	1.92
 26.345	2.88
26.3491	2.31
26.3502	2.61
26.3535	 1.7
26.3579	1.88
26.3622	1.94
26.3664	1.69
  26.37	2.63
 26.374	2.58
26.3743	2.17
26.3782	1.69
26.3822	1.79
26.3861	2.27
26.3894	2.46
26.3894	2.56
26.3901	2.28
 26.394	2.14
26.3946	2.92
 26.398	2.26
   26.4	2.68
26.4019	2.28
26.4059	 1.6
26.4098	1.51
26.4136	2.03
26.4153	2.64
26.4175	1.98
26.4214	1.91
26.4252	1.83
26.4291	1.98
26.4334	2.91
26.4359	2.47
26.4368	1.59
  26.44	2.42
26.4411	2.26
26.4446	1.81
26.4484	2.08
26.4523	1.76
26.4562	1.78
  26.46	1.36
26.4639	1.55
26.4641	2.23
26.4658	2.09
26.4676	1.53
26.4713	1.55
26.4749	1.72
26.4772	2.67
26.4786	1.87
26.4823	   2
26.4846	2.72
26.4862	1.88
  26.49	1.89
26.4938	1.98
26.4976	2.36
26.5007	2.06
26.5014	1.91
26.5053	2.07
26.5107	2.65
26.5129	2.27
26.5167	1.84
26.5169	1.88
26.5185	 2.7
26.5209	2.01
26.5249	 2.1
 26.529	2.02
26.5331	2.18
 26.535	2.74
26.5372	1.99
26.5411	2.88
26.5413	   2
26.5454	2.09
26.5495	2.02
26.5536	1.93
 26.556	2.83
 26.557	2.85
26.5577	1.74
26.5618	 1.8
26.5656	1.69
26.5691	1.43
  26.57	2.39
26.5727	1.88
26.5762	1.76
26.5789	2.19
26.5791	2.63
26.5798	1.87
26.5833	2.22
26.5869	2.22
 26.589	2.66
26.5905	2.15
 26.594	 2.3
26.5974	 2.3
26.6007	2.36
 26.604	2.22
26.6073	1.91
26.6105	1.99
26.6134	2.09
26.6138	1.89
 26.616	2.71
26.6171	1.94
26.6204	2.04
26.6237	2.03
 26.627	1.95
26.6303	1.88
26.6335	1.79
26.6368	1.77
  26.64	2.72
  26.64	2.72
26.6401	1.61
 26.641	2.63
26.6435	1.83
26.6469	2.01
26.6504	1.76
26.6538	1.63
26.6573	1.66
26.6607	1.77
 26.661	3.03
26.6641	1.97
26.6676	1.94
 26.671	2.01
26.6712	2.72
26.6742	2.33
26.6779	1.84
26.6813	   2
 26.684	2.88
26.6848	2.19
26.6883	2.18
26.6919	1.95
26.6954	2.13
 26.699	2.14
26.7025	2.15
26.7035	2.88
26.7061	 2.1
26.7096	2.13
26.7132	 2.2
26.7167	2.12
  26.72	2.72
26.7202	1.94
26.7237	2.22
 26.726	2.19
26.7283	3.06
26.7284	1.85
26.7306	2.83
26.7307	2.35
26.7378	2.42
26.7425	2.36
26.7448	2.43
26.7519	2.52
26.7542	2.47
26.7566	2.55
26.7577	 2.8
26.7589	2.47
  26.76	2.67
26.7612	2.35
26.7636	2.38
26.7659	2.25
 26.768	2.92
26.7683	2.33
26.7692	 2.2
26.7716	2.33
26.7739	2.22
26.7763	2.34
26.7786	2.12
 26.781	1.84
26.8118	2.87
 26.816	3.09
26.8317	1.95
26.8317	2.56
26.8389	2.92
  26.84	 2.2
  26.85	3.13
26.8547	2.04
26.8659	2.74
26.8676	2.67
  26.87	2.31
26.8891	2.96
  26.94	2.52
 26.942	2.86
26.9595	2.87
26.9607	2.92
 26.969	3.07
26.9878	2.92
26.9925	2.32
 26.996	3.01
     27	 2.3
     27	2.58
  27.02	2.15
 27.023	2.94
  27.03	2.62
  27.03	2.92
  27.03	2.92
  27.03	2.92
  27.03	2.92
  27.03	2.92
27.0359	2.35
  27.05	3.19
27.0519	3.11
27.0528	 2.5
  27.06	2.75
   27.1	2.64
  27.13	2.35
  27.16	2.54
  27.21	2.32
  27.25	 2.1
  27.27	1.95
  27.29	2.08
 27.334	 2.8
  27.37	1.99
 27.382	2.55
27.3872	2.49
27.3872	   3
  27.39	2.18
  27.41	2.37
27.4191	2.02
  27.43	2.47
 27.437	2.83
27.4458	2.09
  27.45	2.34
  27.46	2.23
 27.465	2.82
  27.48	2.16
 27.494	3.02
  27.52	2.82
  27.52	2.25
  27.55	2.11
 27.554	2.73
  27.56	2.11
27.5628	2.43
27.5628	3.59
  27.57	2.65
 27.577	2.79
  27.58	2.65
   27.6	2.37
   27.6	2.41
  27.62	2.45
27.6216	2.57
27.6335	2.63
 27.644	2.81
  27.66	2.35
 27.672	2.62
   27.7	2.56
 27.701	2.96
 27.723	2.97
27.7384	3.07
  27.77	2.67
 27.778	2.72
 27.796	2.77
   27.8	2.45
27.8194	2.33
  27.84	2.47
 27.851	2.93
 27.879	2.93
  27.89	2.66
 27.908	2.64
 27.934	 2.9
  27.95	2.45
 27.956	2.93
  27.98	2.83
  27.99	 2.9
     28	2.29
  28.01	2.25
28.0228	2.14
  28.04	2.11
  28.04	2.33
 28.058	3.06
  28.08	2.46
 28.091	3.09
  28.11	 2.3
 28.113	2.93
28.1348	2.31
 28.137	 2.7
 28.163	2.66
  28.17	2.29
 28.197	3.04
28.2035	2.27
 28.212	3.11
28.2143	2.52
  28.22	2.29
  28.25	2.61
 28.266	3.28
  28.27	2.33
  28.29	2.57
 28.292	3.05
  28.32	3.01
 28.348	2.82
28.3499	2.09
  28.35	2.62
28.3667	1.87
 28.375	2.86
  28.38	2.31
 28.389	2.85
28.3995	2.32
 28.404	2.92
28.4114	1.83
  28.42	2.17
  28.45	 2.4
 28.465	2.68
28.4672	2.22
  28.47	2.18
  28.47	2.18
  28.47	2.18
  28.47	2.18
  28.49	2.02
28.4952	2.91
 28.499	2.65
   28.5	2.12
 28.511	3.26
 28.515	 2.1
28.5185	3.08
  28.52	2.01
28.5207	2.41
 28.536	2.11
  28.54	2.41
28.5455	2.69
28.5477	2.67
28.5777	2.24
28.5979	2.41
  28.62	2.38
 28.644	 2.8
28.6468	1.99
28.6689	2.65
 28.673	2.89
  28.68	2.56
28.6814	2.48
28.6856	2.39
 28.698	3.01
28.7177	 2.9
  28.72	2.44
28.7452	2.41
  28.75	2.41
 28.753	2.94
 28.773	2.92
28.7766	2.45
  28.78	2.26
28.7857	 2.5
 28.799	2.97
  28.82	2.85
  28.82	2.25
 28.845	2.63
  28.85	2.49
  28.87	 2.5
 28.871	   3
 28.884	 2.9
28.8843	3.03
   28.9	2.54
  28.93	2.31
 28.933	2.73
28.9332	2.55
  28.95	2.23
 28.956	2.79
  28.98	2.31
 28.981	2.73
28.9921	 2.7
 29.004	2.77
  29.01	2.26
 29.025	2.53
  29.03	 2.5
29.0409	2.72
 29.054	2.78
  29.06	2.22
  29.09	2.51
29.0998	2.57
 29.106	2.81
  29.12	2.25
  29.12	2.25
29.1248	2.29
 29.127	 2.8
29.1314	 1.9
  29.14	 2.1
 29.152	2.86
  29.17	2.12
 29.179	2.64
29.1831	2.21
 29.199	2.89
   29.2	2.09
   29.2	2.26
   29.2	2.26
 29.216	2.73
  29.23	2.33
 29.239	2.99
29.2563	2.85
  29.26	2.33
  29.26	2.33
  29.26	2.33
  29.26	2.33
  29.26	2.33
  29.28	2.42
  29.28	2.43
 29.287	2.87
   29.3	2.27
 29.313	2.83
  29.33	1.94
 29.334	 2.7
  29.35	1.75
29.3511	2.65
29.3576	2.27
 29.358	2.68
  29.37	2.18
  29.38	2.18
  29.38	2.43
 29.384	2.55
   29.4	2.24
 29.409	2.59
  29.41	2.44
29.4164	2.65
  29.44	2.34
 29.465	2.96
  29.47	2.08
  29.47	2.08
 29.489	2.78
   29.5	2.46
   29.5	2.46
 29.511	3.03
  29.53	2.35
 29.535	2.99
29.5397	2.02
  29.57	2.43
  29.61	 2.2
  29.61	 2.2
  29.65	2.24
  29.65	2.24
  29.69	2.37
   29.7	2.19
  29.74	1.92
29.7419	2.01
29.7419	2.32
  29.76	2.37
29.7644	2.91
  29.78	1.82
 29.792	2.85
  29.81	2.14
 29.815	2.72
  29.84	2.18
 29.853	2.86
  29.88	2.28
 29.901	2.97
 29.923	2.74
29.9265	 2.2
  29.93	2.42
  29.94	2.29
 29.947	2.73
 29.971	2.71
  29.98	2.51
 29.995	2.91
29.9994	2.66
  30.01	2.24
  30.01	2.24
 30.018	2.71
30.0233	 1.7
30.0233	2.76
30.0392	 2.7
30.0413	2.52
30.0631	 2.4
 30.071	2.68
  30.08	 2.9
 30.087	2.72
  30.09	2.39
30.1091	2.88
30.1192	1.87
  30.12	2.28
 30.131	2.85
30.1384	2.29
30.1518	2.99
  30.16	2.02
30.1684	2.87
 30.182	2.86
30.1948	2.71
30.1948	2.71
   30.2	2.06
  30.23	2.97
  30.23	2.42
30.2424	2.77
  30.26	2.11
 30.272	2.74
30.2805	2.75
  30.29	2.34
30.2954	2.46
30.3058	 2.9
 30.306	2.78
30.3148	2.87
30.3187	2.65
30.3277	2.06
  30.33	2.06
 30.359	2.77
30.3663	2.61
  30.38	2.23
  30.38	2.23
  30.38	2.23
  30.38	2.23
30.3827	2.84
30.3988	2.51
30.4007	2.84
  30.42	2.32
30.4329	   3
30.4537	2.78
 30.454	2.68
  30.46	2.33
30.4704	2.67
30.4813	 2.8
 30.488	2.61
30.4918	2.32
30.4964	 2.7
30.4983	2.47
30.4983	2.72
   30.5	2.68
30.5039	2.79
30.5046	2.23
  30.51	2.26
30.5114	2.89
30.5167	1.93
30.5206	2.63
30.5209	2.48
30.5257	   3
30.5273	2.69
30.5277	2.73
30.5306	2.44
30.5306	2.68
30.5374	2.49
30.5392	2.37
30.5449	2.64
30.5457	2.27
 30.548	2.69
  30.55	1.93
30.5541	2.83
30.5608	2.65
30.5675	2.87
30.5694	2.65
30.5759	2.39
30.5759	 2.4
30.5801	2.77
30.5845	2.39
30.5885	2.54
 30.595	2.56
30.5968	2.77
   30.6	2.44
30.6049	2.57
30.6136	2.63
30.6157	2.38
 30.622	 2.5
30.6265	 2.5
30.6303	2.62
30.6309	2.61
 30.634	2.53
30.6379	2.69
  30.64	1.65
 30.643	2.66
30.6479	2.68
 30.648	2.45
30.6538	2.44
30.6588	2.57
30.6605	2.64
30.6685	2.74
30.6714	2.58
30.6788	2.07
30.6806	2.87
30.6825	2.53
  30.69	2.22
30.6918	2.06
 30.692	2.71
30.6922	2.61
30.6923	2.42
30.6973	2.68
30.6981	2.45
30.7019	2.66
30.7048	2.47
30.7057	2.35
30.7094	2.72
30.7115	2.78
 30.716	2.68
30.7191	2.62
30.7216	2.68
30.7291	2.81
 30.732	2.36
30.7383	2.73
30.7396	2.63
30.7396	2.67
  30.74	 2.5
30.7471	2.57
30.7475	2.83
30.7551	2.85
30.7568	2.44
30.7643	2.84
30.7743	2.88
  30.78	2.17
30.7802	2.67
30.7886	2.83
30.7969	2.71
 30.801	2.86
30.8062	2.66
30.8221	2.65
30.8237	2.68
30.8304	 2.6
 30.838	2.81
 30.843	2.66
30.8451	2.44
30.8455	2.74
  30.85	2.78
30.8547	2.98
30.8548	2.57
30.8581	2.91
30.8631	2.78
30.8654	2.58
  30.87	2.05
30.8723	2.75
  30.88	2.41
30.8804	2.25
30.8815	2.92
 30.889	2.71
 30.894	1.82
 30.894	2.04
30.8983	 2.9
30.9058	2.79
30.9133	2.95
30.9248	2.93
30.9284	2.64
  30.94	 2.5
30.9447	2.63
30.9507	2.44
30.9579	2.75
30.9626	2.36
  30.97	2.08
30.9745	2.62
  30.98	2.05
 30.983	2.59
30.9893	 2.6
30.9968	2.63
31.0101	2.32
 31.014	2.49
31.0161	2.51
  31.02	2.21
31.0229	2.55
31.0326	2.37
31.0399	2.43
31.0433	2.34
 31.049	 2.6
31.0509	2.29
