Age (Ma)	d18O adj
  1.723	3.61
  1.724	3.84
 1.7257	3.74
  1.728	4.23
  1.728	3.88
 1.7294	3.49
  1.732	3.57
  1.732	 3.6
 1.7327	3.53
  1.735	 3.4
 1.7358	3.86
  1.736	3.36
  1.736	3.38
  1.739	3.33
   1.74	 3.5
 1.7416	 3.9
  1.743	4.56
  1.744	3.73
 1.7443	3.79
 1.7474	4.07
  1.748	3.83
  1.749	3.67
 1.7501	3.84
  1.751	3.62
  1.752	3.75
  1.753	4.13
  1.755	3.48
 1.7551	3.26
  1.756	 3.6
  1.758	3.37
  1.758	3.62
   1.76	 3.5
 1.7609	 3.4
  1.762	3.41
  1.763	3.82
  1.764	3.54
  1.764	3.45
  1.765	3.39
 1.7651	3.55
  1.766	3.78
  1.767	3.35
 1.7675	3.76
  1.768	3.46
  1.769	3.42
   1.77	3.27
  1.772	3.51
  1.772	3.55
 1.7722	3.99
  1.774	3.61
  1.776	3.59
  1.776	3.73
  1.778	3.42
 1.7787	   4
  1.779	 3.4
   1.78	3.47
   1.78	3.89
  1.781	3.58
 1.7819	4.03
  1.782	3.84
  1.784	3.92
  1.785	3.61
  1.785	3.76
 1.7851	3.89
  1.788	4.04
 1.7883	3.64
  1.789	4.35
  1.789	4.09
  1.792	4.09
  1.792	4.09
  1.793	3.32
 1.7947	3.46
  1.795	 4.1
  1.796	3.68
  1.796	4.03
  1.796	3.94
 1.7983	3.69
  1.799	3.87
  1.799	3.94
    1.8	3.77
 1.8011	3.59
  1.802	3.44
  1.802	 4.1
  1.804	 3.6
 1.8043	3.46
  1.805	 3.9
  1.806	3.74
  1.807	 3.9
 1.8075	3.58
  1.808	3.52
   1.81	3.87
 1.8107	3.45
  1.812	 3.5
  1.813	3.44
  1.813	3.69
  1.814	3.66
  1.815	3.52
  1.816	3.54
 1.8172	4.32
  1.818	 3.6
   1.82	3.67
   1.82	 3.5
 1.8204	3.87
  1.821	3.38
  1.823	3.59
  1.824	3.47
 1.8251	 3.6
  1.826	3.64
 1.8268	3.62
  1.827	3.68
  1.828	3.64
  1.829	3.53
 1.8304	3.63
  1.832	3.92
  1.833	3.56
 1.8332	3.46
  1.834	3.71
  1.836	 3.6
  1.836	4.09
 1.8364	3.58
  1.837	3.38
  1.839	3.74
  1.839	3.97
   1.84	3.88
   1.84	4.16
  1.841	   4
 1.8428	3.58
  1.843	3.99
  1.843	3.73
  1.844	4.15
  1.845	3.58
 1.8465	3.56
  1.847	4.25
  1.848	3.57
  1.848	3.99
 1.8492	3.47
   1.85	3.54
  1.852	3.41
  1.852	3.93
 1.8524	 3.6
  1.854	3.14
  1.855	3.22
  1.856	3.89
  1.857	3.51
 1.8572	3.49
  1.858	3.25
 1.8589	3.69
  1.859	3.53
   1.86	3.86
  1.861	3.75
  1.861	3.53
  1.864	3.65
  1.864	3.66
  1.864	 3.8
 1.8653	3.57
  1.866	3.69
  1.868	3.59
  1.868	3.84
  1.868	 3.6
 1.8685	3.36
   1.87	 3.6
  1.871	3.42
  1.871	3.73
 1.8717	3.66
  1.872	3.59
 1.8749	3.46
  1.875	3.62
  1.876	3.22
  1.876	3.77
  1.878	3.61
 1.8781	 3.8
   1.88	3.62
   1.88	3.83
 1.8813	3.94
  1.882	3.66
  1.882	3.67
  1.884	3.56
  1.884	3.73
 1.8845	4.07
  1.886	3.43
  1.888	3.38
  1.888	3.62
 1.8892	4.14
   1.89	   3
   1.89	3.36
 1.8909	3.93
  1.892	3.22
  1.892	3.51
  1.892	3.57
  1.894	3.21
  1.894	3.47
 1.8946	4.16
  1.896	3.47
  1.896	3.54
  1.897	3.16
  1.898	3.52
    1.9	3.54
    1.9	3.49
 1.9006	3.93
  1.901	3.68
  1.902	3.75
 1.9038	3.97
  1.904	3.95
  1.904	3.54
  1.906	3.67
  1.906	3.77
  1.907	3.77
  1.908	3.82
  1.908	4.07
  1.908	3.72
 1.9081	3.69
   1.91	 4.1
 1.9102	3.78
  1.912	3.95
  1.912	4.07
  1.912	4.01
 1.9134	3.61
  1.914	 4.2
  1.915	 4.1
  1.916	4.31
  1.916	4.17
 1.9162	3.57
  1.918	 3.9
  1.918	4.07
   1.92	3.83
   1.92	 3.9
   1.92	4.08
 1.9213	3.34
  1.922	3.84
  1.923	3.46
  1.923	3.84
  1.924	3.86
  1.924	3.95
  1.925	3.63
  1.926	3.94
 1.9267	3.29
  1.928	3.85
  1.928	3.85
  1.929	3.38
  1.929	3.64
  1.931	3.49
  1.932	3.82
  1.932	3.77
 1.9326	4.04
  1.933	3.44
  1.935	3.55
 1.9359	4.13
  1.936	3.47
  1.936	3.78
  1.937	3.65
  1.939	3.37
  1.939	3.54
 1.9391	3.91
   1.94	3.77
  1.942	3.29
  1.942	3.65
 1.9423	4.13
  1.944	3.27
  1.944	3.57
  1.944	3.53
 1.9455	3.61
  1.946	3.82
  1.946	3.52
  1.948	3.52
  1.948	3.54
 1.9487	3.95
  1.951	3.97
  1.952	 3.6
  1.952	3.81
  1.953	3.81
  1.953	3.88
  1.954	 3.9
  1.955	3.95
 1.9551	3.36
  1.956	3.97
  1.957	3.98
  1.958	3.89
 1.9583	3.22
  1.959	3.85
   1.96	3.97
  1.961	3.88
 1.9615	3.68
  1.962	3.89
  1.962	3.64
 1.9634	3.46
  1.964	3.78
  1.964	3.87
  1.966	3.81
  1.968	3.68
  1.968	3.69
  1.969	3.58
  1.971	3.55
  1.971	3.58
 1.9714	4.06
  1.972	3.49
  1.972	3.54
  1.973	3.25
 1.9731	3.98
  1.974	3.06
  1.974	3.37
  1.975	3.44
  1.976	3.46
 1.9767	3.97
  1.978	3.49
  1.979	 3.4
  1.979	3.32
 1.9795	 3.8
   1.98	3.48
  1.981	3.53
  1.981	3.34
  1.982	3.25
 1.9827	3.78
  1.983	3.33
  1.984	3.33
  1.984	3.63
  1.985	3.93
 1.9863	3.52
  1.987	4.01
  1.988	3.83
 1.9891	3.65
   1.99	3.75
  1.992	3.93
 1.9923	3.64
  1.993	4.06
  1.993	3.74
 1.9955	3.37
  1.996	3.78
  1.996	 3.8
 1.9987	 3.3
  1.999	3.51
  1.999	3.79
      2	3.72
  2.002	3.68
  2.003	4.05
  2.004	3.68
 2.0047	3.38
  2.005	3.83
  2.007	3.78
  2.008	3.45
  2.008	3.55
   2.01	3.77
 2.0111	3.45
  2.012	3.66
  2.012	3.44
  2.013	3.77
  2.013	3.62
 2.0148	3.59
  2.016	3.59
  2.016	 3.4
  2.017	3.37
 2.0176	3.73
  2.019	3.32
   2.02	3.52
   2.02	 3.4
 2.0212	3.79
  2.022	3.33
  2.023	2.76
  2.024	3.53
  2.024	3.51
 2.0248	3.79
  2.026	3.36
  2.027	3.24
 2.0276	3.65
  2.028	3.77
  2.029	3.61
   2.03	3.39
   2.03	3.62
 2.0308	3.58
  2.032	3.56
  2.032	3.94
  2.033	3.61
  2.033	3.42
  2.035	3.56
 2.0355	3.57
  2.036	3.52
  2.036	3.94
  2.037	3.45
 2.0377	3.55
  2.038	3.61
  2.039	3.83
  2.039	3.55
   2.04	3.66
   2.04	3.89
  2.041	3.77
  2.041	3.58
  2.042	3.74
  2.043	3.71
 2.0436	3.72
  2.044	3.79
  2.044	3.85
  2.045	3.85
  2.046	3.78
 2.0469	4.23
  2.047	3.98
  2.047	3.42
  2.047	3.51
  2.048	3.67
  2.048	3.81
   2.05	3.54
 2.0501	4.05
  2.051	3.46
  2.052	3.34
  2.052	3.81
  2.053	 3.4
 2.0533	4.24
  2.054	3.76
  2.055	3.18
  2.056	 3.4
  2.056	3.87
 2.0569	4.18
  2.058	3.53
  2.059	3.69
 2.0597	4.06
   2.06	3.45
   2.06	3.97
  2.061	3.61
  2.062	3.52
  2.062	3.47
 2.0629	4.03
  2.064	3.61
  2.064	3.83
  2.064	4.12
  2.065	3.48
  2.067	3.96
 2.0676	3.77
  2.068	4.32
  2.068	3.44
  2.068	4.23
 2.0689	3.77
   2.07	3.57
  2.072	 4.2
  2.072	3.85
  2.072	4.27
 2.0729	3.67
  2.073	4.43
  2.073	3.77
  2.075	3.85
 2.0753	 3.5
  2.076	4.23
  2.076	4.09
  2.076	4.24
  2.078	3.72
 2.0789	3.69
  2.079	4.62
  2.079	3.82
   2.08	3.86
   2.08	4.18
  2.081	3.78
  2.082	3.77
 2.0826	3.61
  2.083	4.05
  2.084	4.24
  2.084	4.28
  2.084	4.12
 2.0854	3.71
  2.086	3.88
  2.086	4.26
  2.088	4.07
  2.089	3.49
  2.089	3.95
  2.089	3.77
 2.0918	3.33
  2.092	4.07
  2.092	3.94
  2.094	4.07
  2.095	 3.4
 2.0958	3.37
  2.096	3.76
  2.096	3.72
  2.098	 3.4
  2.098	3.65
 2.0997	3.46
    2.1	3.47
 2.1014	3.37
  2.102	3.87
  2.102	 3.3
  2.104	3.27
  2.104	3.41
  2.105	3.89
  2.105	3.88
  2.106	3.87
  2.107	3.84
 2.1078	3.74
  2.108	 3.9
  2.108	3.78
  2.108	3.54
  2.111	3.66
  2.112	3.75
  2.112	3.69
  2.114	3.61
 2.1142	3.29
  2.116	3.71
  2.117	3.51
  2.117	3.68
 2.1174	3.16
   2.12	3.62
   2.12	3.58
   2.12	3.62
 2.1206	3.35
  2.121	3.83
 2.1239	3.54
  2.124	3.85
  2.124	 3.6
  2.125	3.98
  2.127	3.73
  2.128	3.56
  2.129	3.81
  2.131	 3.7
 2.1318	4.18
  2.132	3.46
  2.133	4.36
  2.133	3.47
  2.134	3.63
  2.136	3.44
  2.137	3.35
  2.138	3.35
 2.1395	4.13
   2.14	3.34
   2.14	 3.5
  2.141	3.31
  2.143	3.39
  2.144	3.66
 2.1459	3.86
  2.146	3.92
  2.146	3.57
  2.148	4.12
  2.148	3.88
  2.148	3.94
 2.1495	3.84
  2.151	 4.6
  2.151	3.99
  2.152	3.98
 2.1532	3.54
  2.154	3.99
 2.1559	3.59
  2.156	3.97
  2.156	3.91
 2.1583	3.43
  2.159	 4.2
   2.16	3.86
 2.1613	3.39
  2.162	4.23
  2.164	4.29
  2.164	4.13
  2.164	3.76
 2.1647	3.59
  2.167	4.22
 2.1677	3.59
  2.168	 3.6
   2.17	4.02
 2.1711	3.62
  2.172	3.44
  2.173	4.04
 2.1741	3.75
  2.175	3.88
  2.176	3.81
  2.176	3.45
 2.1775	3.72
  2.178	3.87
  2.179	3.75
   2.18	3.45
 2.1805	3.38
  2.181	3.76
  2.182	 3.6
 2.1829	3.61
  2.183	3.71
  2.184	 3.4
  2.186	3.55
  2.186	3.63
 2.1861	3.55
  2.188	3.55
  2.188	3.47
  2.189	3.68
 2.1908	3.54
  2.191	3.43
  2.192	3.49
  2.192	3.63
 2.1925	3.43
  2.193	3.75
  2.194	3.36
  2.196	4.05
  2.196	3.61
  2.196	3.68
 2.1961	3.39
  2.198	3.84
  2.198	3.56
 2.1989	3.52
  2.199	3.79
    2.2	3.62
  2.201	3.68
  2.202	3.73
  2.204	3.83
  2.204	3.79
  2.204	3.57
 2.2053	3.18
  2.206	3.73
  2.207	3.53
  2.208	3.56
  2.209	3.57
   2.21	3.66
  2.211	3.28
 2.2118	3.61
  2.212	3.51
  2.213	3.34
  2.213	3.43
  2.213	3.41
  2.215	4.12
  2.216	3.49
  2.217	3.38
  2.218	3.67
 2.2182	 3.7
   2.22	3.43
   2.22	3.59
  2.222	3.56
 2.2229	3.72
  2.223	3.49
  2.224	3.62
 2.2246	3.56
  2.226	3.45
  2.227	3.47
  2.228	3.48
 2.2282	3.31
   2.23	3.51
  2.231	3.25
  2.231	3.46
  2.232	3.43
  2.233	3.52
  2.234	3.72
  2.235	3.37
  2.236	3.51
  2.237	4.05
  2.238	3.41
   2.24	3.75
   2.24	3.64
 2.2406	3.15
  2.241	3.52
  2.241	3.92
  2.242	 4.1
 2.2438	3.21
  2.244	4.03
  2.244	3.79
  2.245	 3.8
  2.246	3.96
  2.247	3.58
  2.247	3.97
  2.248	3.97
  2.248	3.84
  2.249	3.64
   2.25	 3.7
 2.2502	3.56
  2.252	3.79
  2.253	3.62
  2.254	3.28
  2.255	3.99
  2.255	3.48
  2.256	3.64
  2.257	3.55
 2.2571	3.89
  2.258	3.17
  2.259	3.16
   2.26	3.42
   2.26	3.35
 2.2603	3.86
  2.262	 3.2
  2.264	 3.3
  2.264	3.31
  2.265	3.23
  2.267	3.23
  2.268	3.12
  2.269	3.35
 2.2695	3.39
   2.27	3.36
  2.272	3.48
  2.272	3.08
 2.2727	3.31
  2.273	3.59
  2.275	3.83
 2.2759	3.24
  2.276	3.45
  2.277	3.77
  2.277	3.81
  2.279	3.81
 2.2791	 3.4
   2.28	3.95
   2.28	3.68
 2.2823	3.51
  2.283	4.08
  2.284	3.81
  2.285	3.92
  2.285	4.06
  2.286	3.84
  2.287	3.64
  2.288	3.81
  2.288	3.74
 2.2887	3.64
  2.289	3.76
  2.291	3.71
  2.292	3.58
  2.293	3.93
  2.293	3.53
 2.2952	3.77
  2.296	 3.4
  2.296	 3.5
  2.296	 3.5
 2.2984	3.46
  2.299	3.28
  2.299	3.24
    2.3	3.54
  2.303	3.41
  2.304	3.39
  2.304	3.64
 2.3048	3.53
  2.307	3.34
  2.307	3.36
  2.308	 3.7
  2.309	 3.4
  2.311	3.55
 2.3112	3.32
  2.312	3.68
  2.312	3.72
  2.314	 3.7
  2.316	3.95
  2.316	3.75
  2.318	3.77
  2.319	3.71
 2.3191	3.14
   2.32	 3.6
   2.32	3.72
 2.3208	3.43
  2.322	3.49
  2.324	3.59
 2.3245	 3.5
  2.325	3.35
  2.327	3.44
 2.3272	3.74
  2.328	3.64
  2.328	3.59
   2.33	 3.4
 2.3305	3.82
  2.331	3.46
  2.332	3.33
  2.332	3.64
  2.333	3.52
 2.3337	 3.8
  2.336	 3.6
  2.336	3.67
  2.336	 3.9
  2.336	3.36
  2.336	3.49
  2.339	3.79
  2.339	3.51
   2.34	3.39
 2.3401	3.71
  2.341	3.65
  2.342	3.55
 2.3433	3.52
  2.344	3.35
  2.345	3.26
  2.346	2.87
 2.3465	3.22
  2.348	3.09
  2.348	3.34
 2.3512	3.27
  2.352	3.13
  2.352	3.39
 2.3529	3.43
  2.353	3.46
  2.355	3.38
  2.356	3.51
 2.3565	3.37
  2.358	 3.6
  2.359	3.74
 2.3593	3.41
   2.36	3.98
   2.36	3.64
  2.361	3.83
  2.362	4.07
 2.3625	3.65
  2.364	3.95
  2.364	3.72
  2.365	3.85
  2.368	3.76
  2.368	3.79
 2.3689	3.77
  2.369	3.76
  2.371	3.77
  2.372	3.92
  2.373	 3.8
  2.374	3.59
  2.375	3.51
  2.376	3.96
  2.377	3.49
  2.377	3.67
  2.379	 3.5
   2.38	3.86
  2.381	3.06
  2.381	3.52
  2.384	 3.3
  2.384	 3.6
 2.3846	3.55
 2.3848	3.69
  2.386	3.35
 2.3867	3.28
  2.388	3.11
  2.388	 3.5
  2.391	3.01
  2.391	3.08
 2.3912	3.35
  2.392	3.45
 2.3929	3.34
  2.393	 3.1
  2.395	3.14
  2.396	3.47
 2.3963	 3.4
  2.398	3.33
 2.3993	3.22
    2.4	3.46
    2.4	3.55
 2.4027	3.38
  2.403	 3.9
  2.403	3.65
  2.404	3.59
  2.405	3.62
 2.4051	3.53
  2.407	3.75
  2.408	3.53
 2.4083	3.75
  2.409	3.54
  2.411	3.98
  2.412	3.86
  2.412	3.54
  2.413	4.19
  2.413	3.73
  2.414	3.24
 2.4147	4.38
  2.415	3.65
  2.416	 3.6
  2.417	3.03
  2.417	3.68
 2.4184	4.16
  2.419	3.62
   2.42	3.55
  2.421	3.44
  2.421	 3.4
 2.4211	 4.2
  2.422	3.26
  2.423	3.29
  2.424	3.53
  2.425	2.99
  2.427	3.51
 2.4275	3.93
  2.428	3.11
  2.428	3.63
   2.43	3.47
 2.4308	3.74
  2.431	3.48
  2.432	3.72
  2.434	3.68
  2.434	 3.9
  2.435	3.42
  2.436	3.89
 2.4372	3.71
  2.438	3.38
   2.44	3.82
   2.44	3.55
   2.44	3.94
  2.442	3.93
  2.443	3.72
  2.444	3.98
  2.445	4.08
 2.4451	3.26
  2.446	4.52
 2.4468	3.23
  2.447	4.21
  2.448	4.18
  2.448	3.99
  2.449	3.47
   2.45	4.02
  2.451	4.29
  2.452	 4.1
  2.452	 3.8
  2.454	4.01
  2.455	3.42
  2.455	3.84
  2.456	3.53
 2.4564	3.48
  2.459	3.85
 2.4596	3.99
   2.46	3.47
   2.46	3.85
   2.46	3.41
  2.462	3.82
 2.4628	4.13
  2.463	3.15
  2.463	3.92
  2.464	3.39
  2.465	3.67
  2.466	4.15
  2.466	   3
  2.467	3.55
  2.468	3.41
  2.469	3.07
  2.469	3.34
   2.47	3.29
  2.472	3.38
  2.472	3.54
 2.4725	4.03
  2.473	3.49
  2.474	3.21
  2.476	3.52
  2.476	3.32
  2.476	3.76
  2.477	3.62
  2.477	3.79
  2.477	3.67
 2.4772	3.71
 2.4789	3.71
   2.48	3.67
   2.48	 3.9
  2.482	3.97
  2.484	4.07
  2.484	 3.9
 2.4849	3.45
  2.486	4.16
  2.488	4.16
  2.488	3.86
 2.4885	3.28
   2.49	4.39
   2.49	4.03
 2.4917	3.91
  2.492	3.51
  2.493	3.96
  2.494	3.65
  2.496	3.41
  2.496	3.86
  2.496	3.46
 2.4981	4.42
  2.499	 3.6
  2.499	3.92
    2.5	3.37
 2.5013	4.31
  2.502	 3.5
  2.504	3.32
  2.504	3.45
 2.5041	 4.3
  2.506	3.06
  2.508	3.41
  2.508	3.71
 2.5092	4.08
  2.511	4.16
  2.511	3.59
  2.511	3.56
  2.512	3.77
  2.514	3.69
 2.5146	3.79
  2.516	3.66
  2.516	3.74
 2.5169	3.56
  2.517	3.79
  2.517	3.88
   2.52	3.92
 2.5206	3.35
  2.522	4.39
  2.522	4.03
  2.523	 4.1
  2.523	4.18
  2.524	4.12
  2.524	   4
  2.525	4.21
  2.525	4.09
  2.526	4.09
  2.528	4.34
  2.528	4.09
  2.528	3.91
  2.529	4.06
   2.53	4.05
 2.5302	3.38
  2.531	3.85
  2.532	3.92
  2.532	 4.5
  2.532	3.97
  2.532	3.87
  2.533	3.83
  2.534	3.97
  2.536	3.71
  2.536	3.83
  2.537	3.56
  2.538	3.53
  2.539	3.49
   2.54	3.41
   2.54	 3.7
 2.5413	3.51
  2.542	3.16
  2.543	3.61
  2.544	3.36
  2.544	3.18
  2.544	3.51
  2.546	3.13
 2.5467	3.37
  2.547	3.47
  2.548	3.35
  2.549	3.14
  2.549	3.16
  2.549	3.66
 2.5495	3.28
  2.552	 3.6
  2.552	3.26
 2.5527	3.35
  2.555	3.46
  2.555	3.57
  2.556	3.24
  2.557	 3.8
  2.557	3.44
  2.559	3.32
  2.559	3.47
 2.5591	3.23
   2.56	3.24
  2.562	3.67
 2.5623	3.33
  2.563	3.45
  2.564	3.31
 2.5655	3.31
  2.566	3.46
  2.568	3.71
  2.568	3.32
 2.5687	3.59
  2.569	3.44
  2.571	3.25
  2.572	3.32
  2.572	3.28
  2.573	3.52
 2.5734	3.61
  2.574	3.39
 2.5751	4.02
  2.576	3.46
  2.577	3.08
  2.577	3.18
 2.5788	 3.8
   2.58	3.22
   2.58	3.22
   2.58	3.58
 2.5816	3.77
  2.583	3.27
  2.584	3.48
  2.585	3.22
 2.5855	3.72
  2.586	 3.2
  2.588	3.41
  2.589	3.25
 2.5893	3.65
  2.592	3.33
  2.592	3.44
 2.5932	3.41
  2.594	3.28
  2.596	3.51
  2.596	3.53
  2.598	3.71
 2.5985	3.26
    2.6	3.79
    2.6	3.67
 2.6021	3.05
  2.603	3.73
  2.604	3.89
  2.605	4.04
 2.6062	3.34
  2.607	   4
  2.608	3.85
  2.609	3.85
 2.6098	3.38
  2.611	3.91
  2.612	3.68
 2.6139	3.65
  2.614	 3.8
  2.616	3.91
  2.616	3.59
 2.6175	3.76
  2.618	3.69
   2.62	 3.7
   2.62	3.57
 2.6216	3.96
  2.622	3.55
  2.624	3.45
  2.624	3.54
  2.625	3.18
  2.627	3.46
  2.627	3.37
  2.628	 3.5
  2.629	2.76
  2.629	3.38
 2.6293	3.47
  2.631	3.41
  2.632	2.78
  2.632	3.44
 2.6329	3.36
  2.633	3.42
  2.634	2.93
  2.635	3.28
  2.636	3.45
  2.637	3.12
  2.637	2.73
  2.637	3.31
   2.64	 3.3
   2.64	3.35
   2.64	3.58
  2.642	3.56
  2.644	3.29
  2.644	3.52
  2.644	 3.7
  2.647	3.65
  2.647	4.05
  2.648	3.13
  2.648	3.71
  2.649	3.54
   2.65	3.67
  2.651	4.25
  2.651	3.77
 2.6518	3.37
  2.652	3.66
  2.654	3.76
  2.655	4.09
  2.656	 3.8
  2.656	3.79
  2.656	 3.6
  2.658	 3.6
 2.6595	3.75
   2.66	3.52
   2.66	3.39
  2.662	2.97
  2.663	3.47
 2.6633	3.96
  2.664	3.15
  2.664	3.26
  2.665	3.23
  2.667	3.05
  2.668	3.29
  2.669	3.21
   2.67	3.17
  2.671	3.43
  2.672	3.19
  2.672	3.25
  2.674	3.31
  2.674	3.27
  2.676	3.21
 2.6767	3.62
  2.677	3.14
  2.678	3.37
  2.679	3.36
   2.68	3.24
  2.681	3.35
  2.681	3.29
 2.6831	3.56
  2.684	3.39
  2.684	3.51
  2.684	3.55
  2.684	3.35
  2.686	3.43
 2.6864	3.95
  2.687	3.57
  2.688	3.43
  2.689	3.76
 2.6902	3.97
  2.691	3.79
  2.691	 3.9
  2.692	3.49
  2.694	3.84
  2.695	4.05
  2.696	3.76
  2.696	3.58
 2.6979	 4.1
  2.699	3.61
    2.7	3.86
    2.7	3.61
  2.701	3.46
  2.704	3.51
  2.704	3.62
  2.705	3.72
 2.7056	4.13
  2.706	3.56
  2.707	3.41
  2.708	3.55
  2.708	 3.6
 2.7095	3.46
   2.71	3.67
   2.71	 3.8
  2.712	3.77
  2.712	3.62
  2.713	4.16
  2.714	3.71
  2.715	   4
  2.716	3.83
  2.716	3.68
  2.717	3.84
 2.7171	3.42
  2.718	3.88
  2.719	3.83
   2.72	3.72
  2.721	3.88
 2.7215	3.39
  2.722	4.16
  2.723	3.61
  2.724	3.73
 2.7248	3.27
  2.725	3.65
  2.726	 3.5
  2.728	3.47
  2.728	3.73
 2.7287	3.23
   2.73	3.97
 2.7317	3.25
  2.732	3.32
  2.732	3.77
  2.733	3.49
  2.734	3.93
  2.735	3.66
  2.736	3.76
  2.737	 3.6
  2.738	 3.7
  2.739	3.78
   2.74	 3.6
   2.74	3.68
 2.7402	3.16
  2.741	3.58
  2.742	3.46
  2.744	3.32
  2.744	3.51
  2.744	3.87
  2.744	3.39
  2.745	3.48
  2.745	3.65
  2.746	3.71
  2.747	3.53
 2.7479	   4
  2.748	 2.9
  2.748	3.19
  2.749	2.88
   2.75	3.02
  2.751	2.98
  2.751	2.86
  2.752	3.25
  2.753	3.26
  2.753	3.04
  2.755	3.33
  2.755	   3
  2.756	3.27
  2.757	3.25
  2.758	3.02
  2.759	3.14
 2.7599	3.21
   2.76	3.32
   2.76	3.25
  2.761	3.04
  2.762	3.09
 2.7632	3.05
  2.764	3.52
  2.764	3.19
  2.765	3.21
  2.766	3.22
 2.7671	3.33
  2.768	3.16
  2.768	3.38
  2.768	3.11
   2.77	3.33
  2.772	3.41
  2.772	3.15
  2.773	3.44
  2.774	3.41
 2.7748	3.41
  2.776	3.57
  2.776	3.14
 2.7786	3.59
  2.779	3.32
   2.78	3.37
   2.78	3.13
 2.7825	3.71
  2.783	3.32
  2.784	3.17
  2.785	3.19
  2.786	3.26
 2.7863	3.76
  2.787	3.11
  2.787	3.16
  2.788	3.23
  2.789	3.15
 2.7919	3.58
  2.792	3.22
  2.792	3.28
  2.794	3.61
  2.794	 3.2
  2.795	3.36
  2.796	3.33
  2.798	3.22
 2.7983	3.41
    2.8	3.42
 2.8017	 3.3
  2.802	3.33
  2.804	3.39
  2.807	3.36
  2.808	3.38
 2.8093	3.12
   2.81	3.65
  2.812	3.63
  2.812	3.69
  2.813	3.33
 2.8132	3.12
  2.815	3.74
  2.816	4.04
  2.816	3.79
  2.817	3.91
  2.817	3.75
  2.819	3.78
   2.82	3.78
   2.82	3.78
  2.822	3.77
  2.823	3.78
  2.824	3.49
  2.824	3.78
 2.8242	3.43
  2.826	3.59
  2.826	3.41
  2.828	3.55
  2.829	3.44
 2.8304	3.53
  2.831	3.64
  2.832	3.29
  2.832	 3.4
 2.8324	3.17
  2.836	3.28
  2.836	3.25
 2.8368	3.32
  2.838	3.33
   2.84	3.36
   2.84	 3.3
   2.84	3.26
 2.8401	3.05
  2.841	3.42
  2.843	3.42
 2.8439	3.18
  2.844	 3.5
  2.844	3.34
  2.845	3.51
 2.8478	3.07
  2.848	3.27
  2.848	3.62
  2.848	3.34
  2.849	3.55
   2.85	3.44
 2.8516	3.38
  2.852	3.48
  2.852	3.43
  2.853	3.51
  2.853	3.59
  2.856	3.59
  2.856	3.57
  2.857	3.45
  2.858	3.62
  2.859	3.67
 2.8593	3.25
   2.86	3.55
 2.8606	3.23
  2.861	3.07
  2.862	3.31
  2.864	3.36
  2.864	3.35
  2.864	3.47
  2.866	3.28
  2.868	3.25
  2.868	3.43
  2.869	3.28
  2.871	 3.3
  2.872	3.39
  2.873	3.11
  2.875	3.36
  2.875	 3.4
  2.876	 3.2
  2.876	3.32
 2.8761	2.97
  2.878	3.11
  2.878	3.23
 2.8789	3.18
  2.879	3.11
   2.88	3.29
   2.88	3.26
  2.881	 3.3
  2.882	3.25
 2.8827	2.81
  2.883	3.49
  2.884	3.31
  2.885	3.62
  2.887	 3.6
  2.888	3.77
  2.888	3.46
 2.8884	3.01
  2.889	3.72
 2.8904	3.11
  2.891	3.69
  2.892	3.69
  2.892	3.47
  2.892	3.61
  2.894	 3.5
 2.8948	3.14
  2.895	3.66
  2.896	3.47
  2.896	3.64
  2.897	3.43
  2.898	3.26
  2.898	3.34
 2.8981	3.38
    2.9	3.37
    2.9	3.51
  2.901	3.31
  2.902	3.58
  2.903	3.29
  2.904	3.45
  2.905	3.27
 2.9058	3.35
  2.906	3.72
  2.908	3.35
  2.909	3.22
 2.9096	 3.4
  2.911	3.52
  2.912	3.29
  2.913	 3.1
  2.913	 3.4
 2.9135	2.83
  2.916	3.45
  2.916	3.36
  2.916	3.38
 2.9173	3.53
   2.92	3.18
   2.92	 3.3
   2.92	3.48
  2.924	3.24
  2.924	 3.5
  2.925	 3.9
  2.926	3.36
 2.9268	2.99
  2.928	3.48
  2.928	3.54
 2.9283	3.03
  2.929	3.52
   2.93	3.79
   2.93	3.51
  2.931	3.59
  2.931	3.46
  2.932	 3.6
  2.933	3.91
  2.933	3.56
 2.9332	2.85
  2.934	 3.8
  2.934	 3.6
  2.935	3.69
  2.936	3.62
  2.936	3.61
 2.9365	 2.8
  2.938	3.56
  2.939	 3.5
   2.94	3.66
   2.94	3.25
   2.94	3.45
 2.9404	2.81
  2.941	 3.3
  2.942	3.18
  2.944	3.15
  2.944	3.29
 2.9442	2.85
  2.945	 2.9
  2.946	3.21
  2.948	   3
  2.948	2.84
  2.948	3.18
  2.949	3.01
  2.951	3.05
 2.9519	2.93
  2.952	 3.1
  2.954	3.07
  2.955	2.96
  2.955	2.99
 2.9557	3.03
  2.956	3.14
  2.957	3.12
  2.957	3.33
  2.958	3.24
  2.959	3.04
  2.959	3.26
  2.959	3.43
 2.9591	3.32
   2.96	3.26
  2.961	3.12
  2.963	3.45
  2.963	3.17
  2.964	3.25
  2.964	3.34
  2.965	3.13
 2.9652	3.39
  2.966	2.96
  2.967	3.14
  2.967	3.33
 2.9673	3.31
  2.968	3.49
  2.968	3.42
  2.971	3.17
  2.971	3.26
 2.9716	3.26
  2.972	3.53
  2.973	3.26
 2.9749	3.24
  2.975	2.99
  2.975	3.44
  2.976	3.59
